transaction_id,ts,account_id,customer_id,merchant_id,mcc,mcc_risk,merchant_country,device_id,device_type,channel,amount,currency,auth_code,country,customer_risk_tier,is_fraud,fraud_typology,fraud_reported_at,aml_flag,aml_typology,hour,dow,is_night,is_weekend,velocity_24h,seconds_since_last,transaction_risk_score,is_high_risk
TX1000000144,2023-03-18 08:38:39,A5129659,C1013112,M209344,7011,2,FR,D933729,ios,atm,30.6,USD,approved,SG,low,False,,,False,,8,5,0,1,1,86400.0,24.9,0
TX1000000145,2023-03-19 01:58:28,A5088536,C1017813,M205658,5732,3,BR,D960387,android,ecom,9.74,USD,approved,GB,low,False,,,False,,1,6,1,1,1,86400.0,34.9,0
TX1000000146,2023-03-20 00:54:31,A5136929,C1039126,M201194,5122,2,VG,D945255,ios,card_present,5.84,USD,approved,US,low,False,,,False,,0,0,1,0,1,86400.0,42.2,0
TX1000000147,2023-03-21 08:01:40,A5167112,C1027599,M211131,7299,2,AU,D937872,pos,ach,558.96,USD,approved,DE,low,False,,,False,,8,1,0,0,1,86400.0,35.7,0
TX1000000148,2023-03-22 00:42:30,A5213449,C1007807,M200582,4121,2,FR,D945429,ios,ecom,189.28,USD,approved,GB,medium,False,,,False,,0,2,1,0,1,86400.0,39.7,0
TX1000000149,2023-03-22 11:35:57,A5187835,C1039105,M202815,5122,2,PA,D913355,android,atm,36.78,USD,approved,GB,medium,False,,,False,,11,2,0,0,1,86400.0,40.6,0
TX1000000150,2023-03-22 19:58:16,A5061292,C1027821,M204639,5999,2,US,D963808,android,atm,253.41,USD,approved,US,low,False,,,False,,19,2,0,0,1,86400.0,32.8,0
TX1000000151,2023-03-24 04:49:33,A5066223,C1005615,M211807,7011,2,US,D937430,ios,ach,274.34,USD,approved,CA,medium,False,,,False,,4,4,1,0,1,86400.0,41.1,0
TX1000000152,2023-03-24 12:35:44,A5151749,C1028550,M203443,6051,5,KP,D947455,ios,card_present,235.63,USD,approved,US,medium,False,,,False,,12,4,0,0,1,86400.0,65.5,0
TX1000000153,2023-03-24 14:13:49,A5139676,C1037666,M201944,6012,5,BR,D975100,android,ach,267.35,USD,approved,FR,low,False,,,False,,14,4,0,0,1,86400.0,51.0,0
TX1000000154,2023-03-27 21:43:32,A5074197,C1022995,M202248,4111,1,CY,D973983,android,card_present,35.0,USD,approved,US,low,False,,,False,,21,0,0,0,1,86400.0,34.4,0
TX1000000155,2023-03-28 10:40:10,A5119402,C1038253,M212298,4899,1,AU,D923288,android,card_present,13.17,USD,approved,US,low,False,,,False,,10,1,0,0,1,86400.0,15.9,0
TX1000000156,2023-03-28 12:14:07,A5184728,C1021951,M209589,5311,2,LR,D902480,ios,p2p,19.75,USD,approved,US,medium,False,,,False,,12,1,0,0,1,86400.0,38.4,0
TX1000000157,2023-03-28 13:43:41,A5066646,C1032137,M207377,6051,5,LR,D912865,android,card_present,35.82,USD,approved,US,low,False,,,False,,13,1,0,0,1,86400.0,58.5,0
TX1000000158,2023-03-29 18:59:13,A5203032,C1043314,M209068,7995,5,LR,D956681,android,ecom,312.22,USD,approved,GB,low,False,,,False,,18,2,0,0,1,86400.0,66.6,0
TX1000000159,2023-03-30 14:21:49,A5176179,C1007648,M211231,4899,1,SY,D933726,android,atm,77.6,USD,review,FR,low,False,,,False,,14,3,0,0,1,86400.0,37.4,0
TX1000000160,2023-03-31 04:39:18,A5210884,C1040190,M200869,4899,1,AU,D976265,web,ecom,85.86,USD,approved,DE,low,False,,,False,,4,4,1,0,1,86400.0,30.7,0
TX1000000161,2023-03-31 12:21:42,A5244514,C1022413,M209755,4121,2,MM,D922114,android,card_present,146.57,USD,approved,US,low,False,,,False,,12,4,0,0,1,86400.0,45.7,0
TX1000000162,2023-04-01 14:18:14,A5176636,C1033932,M211174,7995,5,AU,D907112,ios,p2p,81.18,USD,approved,US,high,True,card_present_counterfeit,2023-04-03 09:18:14,False,,14,5,0,1,1,86400.0,46.5,0
TX1000000163,2023-04-02 06:07:59,A5246492,C1029060,M200104,7995,5,GB,D923682,ios,card_present,68.54,USD,approved,DE,low,False,,,False,,6,6,0,1,1,86400.0,45.9,0
TX1000000164,2023-04-02 07:02:19,A5175459,C1022760,M202385,7995,5,KP,D916440,android,wire,94.86,USD,approved,FR,low,False,,,False,,7,6,0,1,1,86400.0,74.1,1
TX1000000165,2023-04-02 11:34:29,A5203857,C1040827,M208532,5122,2,FR,D975703,ios,atm,123.12,USD,approved,US,low,False,,,False,,11,6,0,1,1,86400.0,30.1,0
TX1000000166,2023-04-03 06:16:19,A5200498,C1031357,M201659,5912,1,CA,D949397,android,p2p,23.67,USD,approved,US,low,False,,,False,,6,0,0,0,1,86400.0,18.0,0
TX1000000167,2023-04-03 09:37:21,A5190362,C1003912,M204225,5311,2,LR,D956556,pos,ach,616.36,USD,approved,US,low,False,,,False,,9,0,0,0,1,86400.0,51.1,0
TX1000000168,2023-04-04 01:36:19,A5161724,C1006293,M205938,7011,2,PA,D951039,android,ecom,249.95,USD,approved,FR,low,False,,,False,,1,1,1,0,1,86400.0,55.7,0
TX1000000169,2023-04-04 13:18:43,A5074591,C1011256,M208064,5999,2,IN,D939715,ios,card_present,21.38,USD,approved,GB,low,False,,,False,,13,1,0,0,1,86400.0,23.7,0
TX1000000170,2023-04-06 07:24:39,A5042866,C1027270,M203070,5122,2,FR,D977042,ios,wire,2024.09,USD,approved,US,low,False,,,False,,7,3,0,0,1,86400.0,52.6,0
TX1000000171,2023-04-06 11:02:32,A5045089,C1011955,M201286,7011,2,FR,D938587,ios,p2p,26.74,USD,approved,US,medium,False,,,False,,11,3,0,0,1,86400.0,24.5,0
TX1000000172,2023-04-07 03:21:01,A5039515,C1040329,M206980,7399,3,US,D950205,android,ecom,36.45,USD,approved,FR,low,False,,,False,,3,4,1,0,1,86400.0,39.6,0
TX1000000173,2023-04-08 01:29:40,A5013982,C1026899,M209765,7399,3,AU,D974107,android,card_present,68.16,USD,approved,US,low,False,,,False,,1,5,1,1,1,86400.0,41.9,0
TX1000000174,2023-04-08 08:38:03,A5170644,C1046248,M211290,5122,2,BR,D956233,android,card_present,70.5,USD,approved,US,low,False,,,False,,8,5,0,1,1,86400.0,28.0,0
TX1000000175,2023-04-08 09:36:38,A5242869,C1008857,M204609,5999,2,PA,D937698,web,card_present,51.84,USD,approved,GB,low,False,,,False,,9,5,0,1,1,86400.0,41.9,0
TX1000000176,2023-04-08 20:29:21,A5104453,C1039413,M201874,4121,2,SY,D917461,android,ach,29.82,USD,approved,US,low,False,,,False,,20,5,0,1,1,86400.0,39.9,0
TX1000000177,2023-04-09 03:41:13,A5149520,C1033091,M207951,5122,2,KP,D962696,ios,ecom,48.81,USD,approved,US,low,False,,,False,,3,6,1,1,1,86400.0,49.7,0
TX1000000178,2023-04-10 08:49:37,A5119139,C1000045,M205649,5311,2,PA,D909920,web,p2p,724.57,USD,approved,DE,low,False,,,False,,8,0,0,0,1,86400.0,51.7,0
TX1000000179,2023-04-11 05:02:24,A5243476,C1022241,M210994,5912,1,DE,D933369,web,ach,4.87,USD,approved,FR,low,False,,,False,,5,1,1,0,1,86400.0,20.6,0
TX1000000180,2023-04-12 18:08:09,A5098074,C1006711,M211204,7011,2,SG,D949357,android,card_present,146.52,USD,approved,DE,low,False,,,False,,18,2,0,0,1,86400.0,30.7,0
TX1000000181,2023-04-13 10:17:31,A5088364,C1029611,M210688,6051,5,DE,D947444,web,ach,592.62,USD,approved,FR,low,False,,,False,,10,3,0,0,1,86400.0,53.9,0
TX1000000182,2023-04-15 19:50:14,A5061807,C1031327,M205688,7399,3,FR,D904607,android,ecom,10.4,USD,approved,GB,low,False,,,False,,19,5,0,1,1,86400.0,27.1,0
TX1000000183,2023-04-16 16:49:42,A5201751,C1030415,M206383,5122,2,IN,D929215,android,ecom,31.59,USD,approved,DE,low,False,,,False,,16,6,0,1,1,86400.0,25.1,0
TX1000000184,2023-04-16 18:14:42,A5048289,C1026870,M207602,4111,1,SY,D912602,ios,ach,45.25,USD,approved,US,low,False,,,False,,18,6,0,1,1,86400.0,35.4,0
TX1000000185,2023-04-17 07:34:47,A5151339,C1024197,M204671,5411,1,AU,D904794,ios,wire,6267.83,USD,approved,GB,low,False,,,False,,7,0,0,0,1,86400.0,50.8,0
TX1000000186,2023-04-17 09:25:00,A5146594,C1018208,M200408,4111,1,KP,D930362,pos,p2p,166.71,USD,approved,SG,low,False,,,False,,9,0,0,0,1,86400.0,40.2,0
TX1000000187,2023-04-18 02:25:17,A5177815,C1020302,M210906,4814,1,FR,D923099,ios,card_present,208.36,USD,approved,US,low,False,,,False,,2,1,1,0,1,86400.0,34.0,0
TX1000000188,2023-04-18 17:02:47,A5066127,C1001506,M207271,4814,1,AF,D954369,web,card_present,57.44,USD,approved,US,low,False,,,False,,17,1,0,0,1,86400.0,36.3,0
TX1000000189,2023-04-19 20:40:34,A5061641,C1032009,M203952,6051,5,GB,D941326,ios,ach,815.06,USD,approved,US,medium,False,,,False,,20,2,0,0,1,86400.0,55.1,0
TX1000000190,2023-04-21 12:42:45,A5120707,C1032060,M203899,5999,2,LR,D951904,android,card_present,48.9,USD,approved,US,low,False,,,False,,12,4,0,0,1,86400.0,41.7,0
TX1000000191,2023-04-22 10:35:19,A5234721,C1045308,M201942,5311,2,CA,D953234,ios,ecom,310.66,USD,approved,US,low,False,,,False,,10,5,0,1,1,86400.0,33.5,0
TX1000000192,2023-04-23 07:11:41,A5018478,C1014782,M205997,5812,3,CY,D965418,pos,card_present,41.02,USD,approved,DE,medium,False,,,False,,7,6,0,1,1,86400.0,47.0,0
TX1000000193,2023-04-23 13:44:50,A5085882,C1035273,M207132,5541,2,IN,D906952,ios,ach,67.63,USD,approved,SG,low,False,,,False,,13,6,0,1,1,86400.0,27.9,0
TX1000000194,2023-04-24 05:57:13,A5197361,C1041575,M203023,5411,1,DE,D950476,ios,card_present,475.18,USD,approved,US,low,False,,,False,,5,0,1,0,1,86400.0,37.1,0
TX1000000195,2023-04-24 13:06:44,A5151318,C1010299,M208251,5541,2,AE,D930423,android,ach,154.02,USD,approved,US,medium,False,,,False,,13,0,0,0,1,86400.0,30.9,0
TX1000000196,2023-04-24 15:15:59,A5114549,C1013361,M210299,5732,3,AF,D906421,ios,atm,9.64,USD,approved,US,low,False,,,False,,15,0,0,0,1,86400.0,41.9,0
TX1000000197,2023-04-25 20:09:52,A5200042,C1045101,M210400,5411,1,MM,D919010,ios,card_present,15.85,USD,declined,FR,pep,False,,,False,,20,1,0,0,1,86400.0,31.6,0
TX1000000198,2023-04-27 06:57:33,A5184649,C1038320,M204883,5411,1,IN,D942099,ios,card_present,15.91,USD,approved,US,low,False,,,False,,6,3,0,0,1,86400.0,16.6,0
TX1000000199,2023-04-27 14:35:01,A5167692,C1043042,M204550,5411,1,US,D963749,ios,ecom,163.26,USD,approved,US,low,False,,,False,,14,3,0,0,1,86400.0,25.1,0
TX1000000200,2023-04-27 16:05:46,A5109645,C1047080,M203383,7299,2,BR,D965198,android,p2p,37.11,USD,approved,US,medium,False,,,False,,16,3,0,0,1,86400.0,25.7,0
TX1000000201,2023-04-27 21:39:09,A5241576,C1032716,M205505,5122,2,PA,D929559,pos,card_present,873.45,USD,approved,US,low,False,,,False,,21,3,0,0,1,86400.0,52.4,0
TX1000000202,2023-04-28 12:53:44,A5193212,C1001005,M203130,7299,2,IN,D900232,web,ecom,250.26,USD,approved,US,low,False,,,False,,12,4,0,0,1,86400.0,32.7,0
TX1000000203,2023-04-28 15:33:31,A5111994,C1027706,M209713,4814,1,US,D946745,android,card_present,68.13,USD,approved,DE,low,False,,,False,,15,4,0,0,1,86400.0,21.9,0
TX1000000204,2023-04-28 16:07:14,A5111357,C1013862,M200441,5311,2,SY,D924492,pos,wire,3571.0,USD,approved,GB,low,False,,,False,,16,4,0,0,1,86400.0,69.7,0
TX1000000205,2023-04-28 23:10:57,A5056542,C1003687,M211967,6012,5,FR,D928964,android,ecom,30.58,USD,approved,CA,low,False,,,False,,23,4,0,0,1,86400.0,42.9,0
TX1000000206,2023-04-29 00:54:59,A5171376,C1049826,M201890,7011,2,BR,D967470,ios,wire,60.78,USD,approved,US,low,False,,,True,layering,0,5,1,1,1,86400.0,47.5,0
TX1000000207,2023-04-29 22:03:41,A5048028,C1039356,M209065,5912,1,DE,D929653,android,p2p,12.19,USD,approved,CA,low,False,,,False,,22,5,0,1,1,86400.0,15.7,0
TX1000000208,2023-04-30 03:04:18,A5079701,C1005949,M212243,6012,5,LR,D975441,android,card_present,59.38,USD,approved,GB,medium,False,,,False,,3,6,1,1,1,86400.0,68.4,0
TX1000000209,2023-04-30 10:54:15,A5195245,C1004601,M204405,7299,2,BR,D909356,ios,wire,467.57,USD,approved,US,medium,False,,,False,,10,6,0,1,1,86400.0,47.1,0
TX1000000210,2023-05-01 05:59:59,A5012528,C1021494,M203769,6012,5,FR,D916691,android,card_present,138.45,USD,approved,GB,low,False,,,False,,5,0,1,0,1,86400.0,56.5,0
TX1000000211,2023-05-01 14:59:18,A5227512,C1022098,M211275,5122,2,IR,D908405,ios,p2p,35.94,USD,approved,US,low,False,,,False,,14,0,0,0,1,86400.0,40.5,0
TX1000000212,2023-05-02 03:23:35,A5077564,C1007954,M200288,4111,1,AU,D977250,android,ach,402.7,USD,approved,DE,medium,False,,,False,,3,1,1,0,1,86400.0,36.5,0
TX1000000213,2023-05-02 11:21:40,A5174342,C1012022,M200488,5122,2,IR,D914588,ios,p2p,274.16,USD,approved,US,medium,False,,,False,,11,1,0,0,1,86400.0,48.1,0
TX1000000214,2023-05-02 15:57:09,A5211551,C1020473,M200482,5732,3,FR,D923745,android,card_present,42.11,USD,approved,SG,low,False,,,False,,15,1,0,0,1,86400.0,32.1,0
TX1000000215,2023-05-02 19:23:47,A5069790,C1038733,M204188,4121,2,LR,D928404,ios,card_present,98.88,USD,approved,US,low,False,,,False,,19,1,0,0,1,86400.0,44.3,0
TX1000000216,2023-05-03 21:14:04,A5017735,C1043426,M206915,5912,1,DE,D971338,ios,ecom,6.34,USD,approved,CA,medium,False,,,False,,21,2,0,0,1,86400.0,13.5,0
TX1000000217,2023-05-03 22:04:28,A5019832,C1028618,M208660,6012,5,GB,D937220,android,ecom,48.66,USD,approved,GB,low,False,,,False,,22,2,0,0,1,86400.0,44.6,0
TX1000000218,2023-05-04 04:14:50,A5183917,C1016840,M212037,5999,2,SY,D936969,android,card_present,10.59,USD,approved,CA,medium,False,,,False,,4,3,1,0,1,86400.0,44.2,0
TX1000000219,2023-05-04 20:23:15,A5079002,C1040879,M208752,7399,3,VG,D933875,pos,ecom,68.12,USD,approved,US,low,False,,,False,,20,3,0,0,1,86400.0,48.9,0
TX1000000220,2023-05-05 20:51:18,A5141560,C1049631,M210710,4111,1,CA,D949147,android,card_present,66.35,USD,approved,US,low,False,,,False,,20,4,0,0,1,86400.0,21.8,0
TX1000000221,2023-05-06 13:31:20,A5125335,C1011326,M203376,5912,1,GB,D941996,ios,ecom,75.99,USD,approved,DE,low,False,,,False,,13,5,0,1,1,86400.0,22.3,0
TX1000000222,2023-05-06 20:30:03,A5187265,C1015940,M201119,4111,1,AU,D912383,web,wire,338.86,USD,approved,US,low,False,,,False,,20,5,0,1,1,86400.0,39.9,0
TX1000000223,2023-05-07 00:51:04,A5108169,C1002288,M201464,5812,3,VG,D941744,ios,ecom,1005.11,USD,approved,US,low,False,,,False,,0,6,1,1,1,86400.0,66.9,0
TX1000000224,2023-05-07 20:10:14,A5085291,C1021556,M210501,5122,2,AU,D941833,ios,card_present,10.12,USD,approved,GB,low,False,,,False,,20,6,0,1,1,86400.0,21.0,0
TX1000000225,2023-05-07 23:25:23,A5012185,C1030041,M200329,7011,2,AF,D905260,web,ecom,10.79,USD,approved,US,low,False,,,False,,23,6,0,1,1,86400.0,36.3,0
TX1000000226,2023-05-08 03:54:28,A5237684,C1035170,M206369,7299,2,AU,D905327,android,card_present,391.01,USD,approved,US,low,False,,,False,,3,0,1,0,1,86400.0,42.4,0
TX1000000227,2023-05-08 08:08:29,A5093353,C1038457,M201504,5411,1,BR,D966927,ios,atm,12.29,USD,approved,US,low,False,,,False,,8,0,0,0,1,86400.0,15.7,0
TX1000000228,2023-05-09 06:25:22,A5027105,C1026069,M203407,5541,2,FR,D951635,android,card_present,15.17,USD,approved,US,medium,False,,,False,,6,1,0,0,1,86400.0,22.4,0
TX1000000229,2023-05-09 23:59:12,A5062214,C1004352,M200757,5411,1,PA,D937275,android,ach,2812.39,USD,approved,CA,low,False,,,False,,23,1,0,0,1,86400.0,50.8,0
TX1000000230,2023-05-10 02:08:01,A5109439,C1005267,M208731,5812,3,LR,D964275,ios,atm,101.63,USD,approved,GB,low,False,,,False,,2,2,1,0,1,86400.0,58.4,0
TX1000000231,2023-05-11 02:46:54,A5217131,C1027995,M204901,5122,2,PA,D958631,web,p2p,19.97,USD,approved,DE,low,False,,,False,,2,3,1,0,1,86400.0,46.4,0
TX1000000232,2023-05-11 12:06:52,A5096019,C1029541,M203392,5912,1,DE,D965141,android,ach,207.48,USD,approved,SG,low,False,,,False,,12,3,0,0,1,86400.0,26.0,0
TX1000000233,2023-05-11 21:49:12,A5096336,C1043791,M210888,5812,3,CA,D902049,android,p2p,478.1,USD,approved,US,medium,False,,,False,,21,3,0,0,1,86400.0,41.1,0
TX1000000234,2023-05-12 02:10:37,A5237675,C1025797,M204288,5311,2,MM,D968666,ios,atm,70.37,USD,approved,US,low,False,,,False,,2,4,1,0,1,86400.0,51.0,0
TX1000000235,2023-05-12 20:32:46,A5085409,C1000707,M204802,5912,1,AU,D933907,pos,ach,789.06,USD,approved,US,medium,False,,,False,,20,4,0,0,1,86400.0,31.0,0
TX1000000236,2023-05-12 22:12:46,A5098969,C1005538,M208046,4899,1,AU,D908049,ios,ecom,155.36,USD,approved,US,low,False,,,False,,22,4,0,0,1,86400.0,24.9,0
TX1000000237,2023-05-13 06:09:38,A5142487,C1015619,M209007,5812,3,IR,D966443,pos,ach,505.71,USD,approved,FR,low,False,,,False,,6,5,0,1,1,86400.0,56.4,0
TX1000000238,2023-05-13 09:20:59,A5113320,C1027530,M205738,7011,2,CA,D963939,pos,ecom,59.71,USD,approved,US,low,False,,,False,,9,5,0,1,1,86400.0,27.4,0
TX1000000239,2023-05-13 10:09:34,A5187420,C1012420,M208128,5122,2,FR,D977036,ios,ach,160.35,USD,approved,US,high,False,,,False,,10,5,0,1,1,86400.0,31.1,0
TX1000000240,2023-05-13 18:36:01,A5198883,C1003174,M205432,5999,2,BR,D942064,android,ecom,79.33,USD,approved,US,low,False,,,False,,18,5,0,1,1,86400.0,28.4,0
TX1000000241,2023-05-14 04:11:45,A5058210,C1031780,M210907,7011,2,LR,D953425,android,card_present,123.73,USD,approved,GB,low,False,,,False,,4,6,1,1,1,86400.0,53.1,0
TX1000000242,2023-05-14 16:58:11,A5070175,C1021480,M208281,7995,5,SG,D916698,ios,card_present,34.67,USD,approved,GB,low,False,,,False,,16,6,0,1,1,86400.0,43.4,0
TX1000000243,2023-05-15 08:44:36,A5009119,C1007300,M204397,5311,2,SG,D957047,ios,card_present,57.55,USD,approved,US,low,False,,,False,,8,0,0,0,1,86400.0,27.3,0
TX1000000244,2023-05-15 10:46:50,A5073952,C1013548,M206994,5732,3,KP,D977079,ios,card_present,33.52,USD,approved,SG,medium,False,,,False,,10,0,0,0,1,86400.0,46.3,0
TX1000000245,2023-05-15 12:57:46,A5068851,C1029954,M203577,5999,2,AE,D953845,ios,card_present,57.09,USD,approved,US,low,False,,,False,,12,0,0,0,1,86400.0,27.2,0
TX1000000246,2023-05-16 11:53:58,A5205979,C1011970,M212069,7011,2,FR,D959286,android,ecom,11.89,USD,approved,US,low,False,,,False,,11,1,0,0,1,86400.0,21.6,0
TX1000000247,2023-05-16 15:01:10,A5113458,C1037630,M209752,4814,1,GB,D950171,ios,card_present,1283.66,USD,approved,FR,low,False,,,False,,15,1,0,0,1,86400.0,32.8,0
TX1000000248,2023-05-16 15:41:17,A5215952,C1043459,M210841,7299,2,US,D957715,android,p2p,16.8,USD,approved,US,low,False,,,False,,15,1,0,0,1,86400.0,22.8,0
TX1000000249,2023-05-16 17:18:18,A5018748,C1034022,M204204,4111,1,CY,D910308,ios,card_present,31.44,USD,approved,FR,low,False,,,False,,17,1,0,0,1,86400.0,34.0,0
TX1000000250,2023-05-17 14:27:09,A5105778,C1038853,M207830,7299,2,KP,D944992,ios,card_present,17.74,USD,approved,SG,medium,False,,,False,,14,2,0,0,1,86400.0,38.0,0
TX1000000251,2023-05-18 14:44:36,A5156550,C1033598,M207466,5311,2,GB,D919543,pos,ach,341.31,USD,approved,CA,low,False,,,False,,14,3,0,0,1,86400.0,33.9,0
TX1000000252,2023-05-18 20:20:49,A5160196,C1017639,M206799,4121,2,SY,D952107,ios,ecom,44.47,USD,approved,CA,medium,False,,,False,,20,3,0,0,1,86400.0,41.3,0
TX1000000253,2023-05-21 02:44:38,A5066057,C1039088,M201536,7995,5,FR,D909325,android,card_present,14.81,USD,approved,US,low,False,,,False,,2,6,1,1,1,86400.0,48.4,0
TX1000000254,2023-05-22 03:33:46,A5075172,C1033774,M205651,5812,3,AU,D907680,android,p2p,95.45,USD,approved,SG,low,False,,,False,,3,0,1,0,1,86400.0,43.1,0
TX1000000255,2023-05-22 16:00:32,A5238269,C1033622,M211209,4899,1,CY,D906478,android,p2p,112.96,USD,approved,US,low,False,,,False,,16,0,0,0,1,86400.0,38.8,0
TX1000000256,2023-05-22 16:50:26,A5203846,C1016178,M207812,7299,2,AE,D956623,ios,ecom,52.26,USD,approved,CA,low,False,,,False,,16,0,0,0,1,86400.0,26.9,0
TX1000000257,2023-05-22 18:19:12,A5149072,C1034465,M202248,4111,1,CY,D963409,web,ecom,24.78,USD,approved,FR,medium,False,,,False,,18,0,0,0,1,86400.0,33.2,0
TX1000000258,2023-05-23 20:54:56,A5077988,C1029484,M203445,6051,5,CA,D946299,ios,atm,458.52,USD,approved,SG,low,False,,,False,,20,1,0,0,1,86400.0,53.0,0
TX1000000259,2023-05-24 21:09:55,A5147708,C1037148,M203080,7011,2,IN,D911182,web,ach,241.83,USD,approved,DE,medium,False,,,False,,21,2,0,0,1,86400.0,32.6,0
TX1000000260,2023-05-24 21:39:56,A5168190,C1021551,M205994,7995,5,IN,D934871,pos,ecom,11.56,USD,review,US,low,False,,,False,,21,2,0,0,1,86400.0,39.5,0
TX1000000261,2023-05-25 04:18:00,A5117654,C1015202,M207560,5122,2,VG,D917522,ios,p2p,245.93,USD,approved,SG,low,False,,,False,,4,3,1,0,1,86400.0,55.7,0
TX1000000262,2023-05-25 05:10:55,A5095572,C1032510,M205278,7995,5,AU,D942229,ios,card_present,16.95,USD,approved,GB,low,False,,,False,,5,3,1,0,1,86400.0,48.8,0
TX1000000263,2023-05-25 17:07:27,A5033387,C1015511,M204859,6012,5,AU,D910328,android,ecom,1749.54,USD,approved,FR,low,True,geo_impossible,2023-05-28 03:07:27,False,,17,3,0,0,1,86400.0,58.0,0
TX1000000264,2023-05-26 14:27:11,A5135324,C1019536,M208470,6051,5,GB,D928181,android,card_present,54.57,USD,approved,GB,low,False,,,False,,14,4,0,0,1,86400.0,45.1,0
TX1000000265,2023-05-27 09:30:37,A5199446,C1041733,M204900,4814,1,AU,D920782,ios,wire,2191.57,USD,approved,US,low,False,,,False,,9,5,0,1,1,86400.0,46.8,0
TX1000000266,2023-05-28 01:43:55,A5139795,C1000358,M201461,5411,1,PA,D943963,ios,ecom,4.22,USD,approved,US,medium,False,,,False,,1,6,1,1,1,86400.0,35.2,0
TX1000000267,2023-05-28 05:07:22,A5136651,C1017390,M205267,6012,5,FR,D945870,android,ach,31.75,USD,approved,GB,low,False,,,False,,5,6,1,1,1,86400.0,51.1,0
TX1000000268,2023-05-28 05:54:54,A5057990,C1014051,M200369,7299,2,IN,D909333,ios,card_present,261.73,USD,approved,DE,low,False,,,False,,5,6,1,1,1,86400.0,40.9,0
TX1000000269,2023-05-29 02:42:12,A5006359,C1031902,M204926,5999,2,AU,D976320,web,card_present,73.5,USD,approved,US,low,False,,,False,,2,0,1,0,1,86400.0,36.2,0
TX1000000270,2023-05-29 12:19:55,A5065720,C1026819,M206337,6051,5,PA,D902169,ios,ecom,729.79,USD,approved,GB,low,False,,,False,,12,0,0,0,1,86400.0,69.7,0
TX1000000271,2023-05-29 13:40:02,A5100577,C1032378,M209891,4814,1,CY,D960831,web,ach,289.92,USD,approved,US,low,False,,,False,,13,0,0,0,1,86400.0,42.3,0
TX1000000272,2023-05-29 15:24:19,A5185358,C1000757,M208171,6051,5,IN,D903487,android,ecom,68.13,USD,declined,DE,low,False,,,False,,15,0,0,0,1,86400.0,45.9,0
TX1000000273,2023-05-31 06:53:28,A5005220,C1039581,M211487,5541,2,SY,D953088,web,card_present,420.72,USD,approved,US,low,False,,,False,,6,2,0,0,1,86400.0,49.7,0
TX1000000274,2023-05-31 15:10:46,A5123397,C1015090,M203271,5541,2,SY,D927743,android,p2p,148.44,USD,approved,US,low,False,,,False,,15,2,0,0,1,86400.0,45.8,0
TX1000000275,2023-05-31 17:06:13,A5067713,C1004759,M200879,7399,3,BR,D933447,ios,card_present,38.65,USD,approved,US,high,False,,,False,,17,2,0,0,1,86400.0,31.8,0
TX1000000276,2023-05-31 17:25:04,A5233055,C1029670,M207294,5999,2,AE,D904600,ios,atm,7.55,USD,approved,US,low,False,,,False,,17,2,0,0,1,86400.0,20.0,0
TX1000000277,2023-06-01 00:01:08,A5129594,C1026448,M212178,5732,3,CA,D903505,ios,card_present,2.55,USD,review,US,low,False,,,False,,0,3,1,0,1,86400.0,30.8,0
TX1000000278,2023-06-01 09:49:42,A5069592,C1010987,M205592,7299,2,KP,D925018,ios,ach,91.48,USD,approved,US,low,False,,,False,,9,3,0,0,1,86400.0,44.0,0
TX1000000279,2023-06-01 11:47:42,A5214176,C1036833,M200566,5999,2,AU,D947734,pos,card_present,11.21,USD,approved,US,medium,False,,,False,,11,3,0,0,1,86400.0,21.4,0
TX1000000280,2023-06-02 15:07:57,A5028082,C1039047,M211030,5122,2,AE,D930165,android,p2p,1079.89,USD,approved,SG,low,False,,,False,,15,4,0,0,1,86400.0,38.2,0
TX1000000281,2023-06-02 23:34:08,A5138876,C1033687,M207472,4814,1,IR,D920570,ios,ecom,25.2,USD,approved,FR,low,False,,,False,,23,4,0,0,1,86400.0,33.2,0
TX1000000282,2023-06-03 02:29:35,A5168002,C1012990,M200368,5541,2,AU,D953687,ios,card_present,21.18,USD,approved,US,medium,False,,,False,,2,5,1,1,1,86400.0,31.6,0
TX1000000283,2023-06-03 21:59:32,A5068775,C1004862,M201101,6012,5,PA,D951117,ios,ecom,8.48,USD,declined,SG,low,False,,,False,,21,5,0,1,1,86400.0,53.4,0
TX1000000284,2023-06-04 02:38:12,A5015414,C1048253,M202727,5541,2,CA,D929768,android,card_present,35.41,USD,approved,US,low,False,,,False,,2,6,1,1,1,86400.0,33.5,0
TX1000000285,2023-06-04 18:12:52,A5067183,C1024981,M200026,7011,2,CA,D957105,ios,card_present,21.53,USD,approved,GB,low,False,,,False,,18,6,0,1,1,86400.0,23.7,0
TX1000000286,2023-06-04 23:00:09,A5087132,C1003472,M207541,5912,1,KP,D927084,ios,atm,260.17,USD,approved,GB,low,False,,,False,,23,6,0,1,1,86400.0,41.9,0
TX1000000287,2023-06-05 15:59:23,A5020981,C1011767,M208523,4899,1,VG,D950081,ios,ecom,70.13,USD,approved,US,low,False,,,False,,15,0,0,0,1,86400.0,37.0,0
TX1000000288,2023-06-05 21:42:17,A5225082,C1027272,M206080,6051,5,CY,D921443,ios,wire,610.73,USD,approved,US,high,True,geo_impossible,2023-06-07 20:42:17,False,,21,0,0,0,1,86400.0,81.1,1
